,source,target,type,type_data,no_replies,unique_views,no_reply_upvotes,no_reply_answer,weights
2043,User80,iaohrti4cae2ch,directed,post_graph,15,45,0,0,60
2494,Missing66,ib4gir6p9cq50d,directed,post_graph,15,5,0,0,20
2791,Missing66,ibikvwlliue6g4,directed,post_graph,15,5,0,0,20
2912,Missing66,ibmp9fdv4tt24m,directed,post_graph,15,5,0,0,20
2913,Missing66,ibmpb9avm1r2i0,directed,post_graph,15,5,0,0,20
2969,Missing66,ibrbuspqstcab,directed,post_graph,15,5,0,0,20
3009,Missing66,ibsr2op1i4y5p5,directed,post_graph,15,5,0,0,20
3477,Missing66,ice5l2yjvx328j,directed,post_graph,15,5,0,0,20
3506,Missing66,icfcl2bbq4n1zc,directed,post_graph,15,5,0,0,20
3507,Missing66,icfcnb4datx3m8,directed,post_graph,15,5,0,0,20
3510,Missing66,icfczdci9r84oo,directed,post_graph,15,5,0,0,20
3543,Missing66,icgk1rd2uv54py,directed,post_graph,15,5,0,0,20
2487,Missing66,ib4gdjoh75k74h,directed,post_graph,15,6,0,0,21
2931,Missing66,ibmqvr3lr567ns,directed,post_graph,15,6,0,0,21
2932,Missing66,ibmqy58dn1s2ej,directed,post_graph,15,6,0,0,21
2933,Missing66,ibmr0zyhnry10i,directed,post_graph,15,6,0,0,21
3435,i18w63x9wyp1tj,icdag6na8iy4kg,directed,post_graph,15,6,0,0,21
3438,User22,icdfy2dzy5l2nu,directed,post_graph,15,6,0,0,21
3470,Missing66,ice56gnse18493,directed,post_graph,15,6,0,0,21
3476,Missing66,ice5gslbr751zs,directed,post_graph,15,6,0,0,21
3490,Missing66,ice5s1s0vph3xa,directed,post_graph,15,6,0,0,21
2385,User250,iazfd85sf712c7,directed,post_graph,15,7,0,0,22
2789,User90,ibi93i2hyac5fs,directed,post_graph,15,7,0,0,22
2934,Missing66,ibmr7uhmcme3pt,directed,post_graph,15,7,0,0,22
3109,Missing66,ibvobb3fy1v4ev,directed,post_graph,15,7,0,0,22
3450,User276,icdnvil8t1z35p,directed,post_graph,15,7,0,0,22
3655,Missing66,icm18tjnm8t1vb,directed,post_graph,15,7,0,0,22
2960,User75,ibptpqlf693so,directed,post_graph,15,71,0,0,86
3177,User291,ibzsytnmwz7cs,directed,post_graph,15,75,0,0,90
2548,User153,ib8curqdl5523u,directed,post_graph,15,76,0,0,91
2549,Missing66,ib8hwaja5xuzg,directed,post_graph,15,8,0,0,23
2793,Missing66,ibin429p7d835b,directed,post_graph,15,8,0,0,23
1363,User90,ia1r4aevjqt639,directed,post_graph,15,80,0,0,95
2580,User55,iba2xu6062i71o,directed,post_graph,15,80,0,0,95
2761,Missing66,ibhemqowknf7hi,directed,post_graph,15,9,0,0,24
1560,Missing68,ia91jgjyw5j1py,directed,post_graph,15,98,0,0,113
3610,User330,icklejonld361x,directed,post_graph,16,0,0,0,16
3611,User330,User182,directed,user_graph,16,0,0,0,16
3612,User299,icklejonld361x,directed,post_graph,16,0,0,0,16
3613,User299,User182,directed,user_graph,16,0,0,0,16
3614,User133,icklejonld361x,directed,post_graph,16,0,0,0,16
3615,User133,User182,directed,user_graph,16,0,0,0,16
3616,User201,icklejonld361x,directed,post_graph,16,0,0,0,16
3617,User201,User182,directed,user_graph,16,0,0,0,16
3618,User53,icklejonld361x,directed,post_graph,16,0,0,0,16
3619,User53,User182,directed,user_graph,16,0,0,0,16
3620,User304,icklejonld361x,directed,post_graph,16,0,0,0,16
3621,User304,User182,directed,user_graph,16,0,0,0,16
3622,User307,icklejonld361x,directed,post_graph,16,0,0,0,16
3623,User307,User182,directed,user_graph,16,0,0,0,16
3624,User273,icklejonld361x,directed,post_graph,16,0,0,0,16
3625,User273,User182,directed,user_graph,16,0,0,0,16
3626,Missing68,icklejonld361x,directed,post_graph,16,0,0,0,16
3627,Missing68,User182,directed,user_graph,16,0,0,0,16
3628,User15,icklejonld361x,directed,post_graph,16,0,0,0,16
3629,User15,User182,directed,user_graph,16,0,0,0,16
3630,User204,icklejonld361x,directed,post_graph,16,0,0,0,16
3631,User204,User182,directed,user_graph,16,0,0,0,16
3632,i4jx25qj4hh7k5,icklejonld361x,directed,post_graph,16,0,0,0,16
3633,i4jx25qj4hh7k5,User182,directed,user_graph,16,0,0,0,16
3634,User348,icklejonld361x,directed,post_graph,16,0,0,0,16
3635,User348,User182,directed,user_graph,16,0,0,0,16
3636,User293,icklejonld361x,directed,post_graph,16,0,0,0,16
3637,User293,User182,directed,user_graph,16,0,0,0,16
3638,User307,icklejonld361x,directed,post_graph,16,0,0,0,16
3639,User307,User182,directed,user_graph,16,0,0,0,16
3640,User205,icklejonld361x,directed,post_graph,16,0,0,0,16
3641,User205,User182,directed,user_graph,16,0,0,0,16
3033,User193,ibtmq1191p21kx,directed,post_graph,16,1,0,0,17
2547,Missing68,ib88ogejcjo4a0,directed,post_graph,16,10,0,0,26
1927,User28,ialh2rle8xb2js,directed,post_graph,16,123,0,0,139
3609,User182,icklejonld361x,directed,post_graph,16,159,0,0,175
2736,Missing68,ibg4bu8edba6pc,directed,post_graph,16,2,0,0,18
3162,User286,ibyfeg14n804fs,directed,post_graph,16,3,0,0,19
2914,Missing66,ibmpd59vop8iw,directed,post_graph,16,5,0,0,21
3222,User70,ic1czkayb5dks,directed,post_graph,16,5,0,0,21
3508,Missing66,icfcrv9ij2y2w6,directed,post_graph,16,5,0,0,21
3509,Missing66,icfcwikc5f74xy,directed,post_graph,16,5,0,0,21
3511,Missing66,icfd22zrnzn5zj,directed,post_graph,16,5,0,0,21
3512,Missing66,icfd5575kbf6g5,directed,post_graph,16,5,0,0,21
3642,User108,ickyvhzwz753ka,directed,post_graph,16,5,0,0,21
2844,i4jx25qj4hh7k5,ibkszdgfdhy6b1,directed,post_graph,16,52,0,0,68
3303,User97,ic5elq50ux36xu,directed,post_graph,16,58,0,0,74
3319,User298,ic6ok8co3lk5n1,directed,post_graph,16,6,0,0,22
2504,User298,ib4pup9xiqm393,directed,post_graph,16,70,0,0,86
1987,hvdb7zxej2ef5,ianze7sfj2a644,directed,post_graph,16,8,0,0,24
2211,User271,iavkap7ahj64n2,directed,post_graph,16,9,0,0,25
3063,Missing68,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3065,User154,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3067,User70,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3069,User336,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3071,User362,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3073,User250,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3075,User304,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3077,User321,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3079,hvebmkoquig,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3081,User118,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3083,User193,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3085,User150,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3087,User261,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3089,User293,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3091,User89,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3093,User105,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
3095,User34,ibv56dj9p521rq,directed,post_graph,17,0,0,0,17
1998,User107,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2000,User348,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2002,i4kmnsk977W,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2004,User182,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2006,Missing68,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2008,User126,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2010,User166,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2012,User348,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2014,User115,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2016,User367,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2018,User162,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2020,User133,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2022,User125,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2024,User227,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2026,Missing66,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2028,Missing68,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2030,User300,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2032,User217,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2034,User217,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2036,User217,iaobce0zndk77s,directed,post_graph,20,0,0,0,20
2606,User53,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2608,User321,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2610,User166,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2612,User166,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2614,User336,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2616,User150,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2618,User293,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2620,User33,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2622,User336,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2624,User227,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2626,User99,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2628,i4il5dezsh25c,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2630,User276,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2632,User237,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2634,User96,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2636,User166,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2638,User129,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2640,hvdb7zxej2ef5,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2642,User302,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
2644,User15,ibbobduaizw1r0,directed,post_graph,20,0,0,0,20
3913,User304,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3914,User304,Missing68,directed,user_graph,21,0,0,0,21
3915,User121,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3916,User121,Missing68,directed,user_graph,21,0,0,0,21
3917,User178,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3918,User178,Missing68,directed,user_graph,21,0,0,0,21
3919,User314,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3920,User314,Missing68,directed,user_graph,21,0,0,0,21
3921,User240,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3922,User240,Missing68,directed,user_graph,21,0,0,0,21
3923,User333,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3924,User333,Missing68,directed,user_graph,21,0,0,0,21
3925,User15,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3926,User15,Missing68,directed,user_graph,21,0,0,0,21
3927,User254,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3928,User254,Missing68,directed,user_graph,21,0,0,0,21
3929,User91,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3930,User91,Missing68,directed,user_graph,21,0,0,0,21
3931,User144,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3932,User144,Missing68,directed,user_graph,21,0,0,0,21
3933,User193,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3934,User193,Missing68,directed,user_graph,21,0,0,0,21
3935,User150,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3936,User150,Missing68,directed,user_graph,21,0,0,0,21
3937,User61,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3938,User61,Missing68,directed,user_graph,21,0,0,0,21
3939,User115,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3940,User115,Missing68,directed,user_graph,21,0,0,0,21
3941,i4t9268xuvn6dh,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3942,i4t9268xuvn6dh,Missing68,directed,user_graph,21,0,0,0,21
3943,User336,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3944,User336,Missing68,directed,user_graph,21,0,0,0,21
3945,User19,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3946,User19,Missing68,directed,user_graph,21,0,0,0,21
3947,User89,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3948,User89,Missing68,directed,user_graph,21,0,0,0,21
3949,User76,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3950,User76,Missing68,directed,user_graph,21,0,0,0,21
3951,hvdb7zxej2ef5,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3952,hvdb7zxej2ef5,Missing68,directed,user_graph,21,0,0,0,21
3953,User271,icwrvdsau4u2hv,directed,post_graph,21,0,0,0,21
3954,User271,Missing68,directed,user_graph,21,0,0,0,21
3912,Missing68,icwrvdsau4u2hv,directed,post_graph,21,132,0,0,153
2865,User156,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2867,User156,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2869,User166,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2871,User154,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2873,User327,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2875,User96,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2877,User293,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2879,User215,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2881,User135,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2883,Missing65,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2885,User234,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2887,User378,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2889,User131,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2891,User45,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2893,User336,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2895,User245,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2897,User202,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2899,User307,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2901,User201,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2903,User327,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
2905,User34,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2907,User153,ibldnccdaoh4xo,directed,post_graph,23,0,0,0,23
2909,hyxsfecmhg82oe,ibldnccdaoh4xo,directed,post_graph,23,0,0,1,24
1078,hyurapz9lkc,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1080,User242,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1082,hv9i0iyjjmr7gt,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1084,i4kxfp0oe4u7p1,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1086,User218,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1088,User135,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1090,User227,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1092,User164,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1094,User85,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1096,hz3bmlbf3sr3wr,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1098,hv9i0iyjjmr7gt,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1100,User87,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1102,User164,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1104,User209,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1106,User164,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1108,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1110,User295,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1112,User164,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1114,User216,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1116,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1118,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1120,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1122,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1124,User108,i9tdfbeprdd1e0,directed,post_graph,24,0,0,0,24
1236,User119,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1238,i4t9268xuvn6dh,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1240,User154,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1242,User284,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1244,User57,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1246,User93,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1248,User227,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1250,User323,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1252,User314,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1254,User299,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1256,User143,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1258,User70,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1260,User82,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1262,i4m6aknktm16iu,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1264,User104,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1266,User272,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1268,User257,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1270,User213,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1272,User102,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1274,User90,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1276,User327,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1278,User67,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1280,User174,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1282,User121,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
1284,User356,i9xfpk0ft5f1y3,directed,post_graph,25,0,0,0,25
2249,User51,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2251,User204,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2253,User295,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2255,i4il5dezsh25c,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2257,User285,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2259,User91,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2261,User158,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2263,User273,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2265,User102,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2267,User53,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2269,User336,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2271,User149,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2273,Missing65,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2275,User34,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2277,User253,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2279,User300,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2281,User348,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2283,User307,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2285,User96,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2287,User362,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2289,User40,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2291,User131,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2293,User51,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2295,User257,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2297,User307,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2299,User362,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2301,User85,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2303,Missing65,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2305,User75,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
2307,Missing65,iawysp51l2b59k,directed,post_graph,30,0,0,0,30
867,Missing31,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
869,User203,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
871,User154,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
873,i4il5dezsh25c,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
875,hz0lchymrf7,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
877,User37,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
879,User93,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
881,User291,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
883,User158,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
885,User257,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
887,User227,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
889,User116,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
891,User119,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
893,User86,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
895,User150,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
897,User264,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
899,User284,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
901,User216,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
903,User356,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
905,Missing80,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
907,User102,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
909,Missing65,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
911,User243,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
913,User359,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
915,User119,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
917,User213,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
919,User327,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
921,User146,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
923,User371,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
925,User156,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
927,User60,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
929,User143,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
931,User151,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
933,User272,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
935,User82,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
937,User312,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
939,User182,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
941,User121,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
943,User67,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
945,User55,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
947,User169,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
949,User209,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
951,User102,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
953,Missing66,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
955,User34,i9n6xqtre1o36d,directed,post_graph,45,0,0,0,45
683,Missing66,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
685,User280,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
687,User264,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
689,User276,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
691,User116,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
693,User39,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
695,hyrw9fszl3h2t7,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
697,User50,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
699,User265,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
701,User312,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
703,User292,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
705,User108,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
707,User266,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
709,User272,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
711,User278,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
713,User262,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
715,User293,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
717,i4kxfp0oe4u7p1,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
719,User295,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
721,User36,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
723,User29,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
725,User261,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
727,User275,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
729,User294,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
731,User109,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
733,User257,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
735,Missing9,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
737,User273,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
739,i4g1slfq9hn6fv,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
741,hvebmkoquig,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
743,User4,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
745,User313,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
747,User35,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
749,User28,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
751,User351,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
753,User267,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
755,User104,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
757,User103,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
759,Missing34,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
761,User271,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
763,User110,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
765,User111,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
767,User281,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
769,User106,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
771,User105,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
773,User260,i9ja1bjy1uz2uo,directed,post_graph,63,0,0,0,63
